Level,Date and Time,Source,Event ID,Task Category
Warning,03-Sep-20 9:33:53 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,03-Sep-20 9:33:35 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _ldap._tcp.dc._msdcs.lan timed out after none of the configured DNS servers responded.
Warning,03-Sep-20 9:33:26 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,03-Sep-20 9:33:26 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,03-Sep-20 9:33:25 PM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,03-Sep-20 9:33:25 PM,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,03-Sep-20 9:33:22 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'gameflt' (10.0, ‎2097‎-‎12‎-‎16T00:14:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:22 PM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Information,03-Sep-20 9:33:21 PM,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter08.dll
"
Information,03-Sep-20 9:33:21 PM,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2090‎-‎10‎-‎31T12:47:32.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2007‎-‎04‎-‎09T11:08:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎1994‎-‎04‎-‎04T15:13:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎1994‎-‎04‎-‎04T15:13:14.000000000Z) unloaded successfully."
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎1994‎-‎04‎-‎04T15:13:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2027‎-‎01‎-‎31T19:32:49.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎2016‎-‎01‎-‎23T19:15:51.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,03-Sep-20 9:33:20 PM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,03-Sep-20 9:33:19 PM,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,03-Sep-20 9:33:19 PM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,03-Sep-20 9:33:18 PM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,03-Sep-20 9:33:10 PM,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,03-Sep-20 9:33:10 PM,Netwtw08,7017,None,7017 - secure boot (SB) configuration
Information,03-Sep-20 9:33:10 PM,Netwtw08,7010,None,7010 - driver enabled (miniport init)
Information,03-Sep-20 9:33:09 PM,Netwtw08,7005,None,7005 - SAR value max TX power (WRDS)
Information,03-Sep-20 9:33:09 PM,Netwtw08,7036,None,The \Device\NDMP2 service entered the Intel(R) Wireless-AC 9260 160MHz state.
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 11 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 10 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 9 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 8 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:09 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3400
Maximum performance percentage: 100
Minimum performance percentage: 45
Minimum throttle percentage: 45"
Information,03-Sep-20 9:33:08 PM,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is 420.
Information,03-Sep-20 9:33:08 PM,Microsoft-Windows-Ntfs,98,None,Volume E: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information,03-Sep-20 9:33:08 PM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{e77e4054-d94f-409a-b7a5-1934afc8f2e8} (\Device\HarddiskVolume5) is healthy.  No action is needed.
Information,03-Sep-20 9:33:07 PM,Microsoft-Windows-Ntfs,98,None,Volume D: (\Device\HarddiskVolume1) is healthy.  No action is needed.
Information,03-Sep-20 9:33:07 PM,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,03-Sep-20 9:33:07 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎2025‎-‎01‎-‎05T19:41:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:06 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2002‎-‎03‎-‎01T04:12:42.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:03 PM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,03-Sep-20 9:33:01 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2012‎-‎07‎-‎05T15:48:10.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:01 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2050‎-‎10‎-‎18T06:21:08.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:01 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2062‎-‎12‎-‎22T22:21:06.000000000Z) has successfully loaded and registered with Filter Manager."
Information,03-Sep-20 9:33:00 PM,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,03-Sep-20 9:33:00 PM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
